Intento,Score,std_dev,Reward_Dist,Reward_Ctrl,Reward_Near_Object,Reward_Contact,Episode_Length,TD_Error,Actor_Loss,Critic_Loss,Policy_Gradients
1275,-43.383707228575524,0.2,-0.24307406564671483,-0.12105354593694212,-0.06970946070209832,0.0,100,0.0,0.0,0.0,4.547380557060242
1275,-40.26136321020844,0.2,-0.19678637376922797,-0.1301404818892479,-0.07568677644360845,0.0,100,0.0,0.0,0.0,4.547380557060242
1275,-44.01298322839189,0.2,-0.23759447689741986,-0.12631402668356898,-0.07622132870293016,0.0,100,0.0,0.0,0.0,4.547380557060242
1275,-42.76206747746258,0.2,-0.21204465322800647,-0.1430059185028076,-0.07257010304381166,0.0,100,0.0,0.0,0.0,4.547380557060242
1275,-49.93079239100797,0.2,-0.2992922885543832,-0.1306977607011795,-0.06931787465451712,0.0,100,0.0,0.0,0.0,4.547380557060242
1300,-44.27586959882518,0.2,-0.2592144197368427,-0.11542448966205121,-0.06811978658935784,0.0,100,0.0,0.0,0.0,4.547380557060242
1300,-39.765124085189704,0.2,-0.19080179552972237,-0.13877227103710177,-0.06807717428507282,0.0,100,0.0,0.0,0.0,4.547380557060242
1300,-53.41316313089773,0.2,-0.3079284745201885,-0.15138940918445587,-0.07481374760433282,0.0,100,0.0,0.0,0.0,4.547380557060242
1300,-41.026606774569096,0.2,-0.21489367775743617,-0.12197557368874552,-0.0733968162995095,0.0,100,0.0,0.0,0.0,4.547380557060242
1300,-43.85302328190115,0.2,-0.22418809863889774,-0.13993264293670657,-0.074409491243407,0.0,100,0.0,0.0,0.0,4.547380557060242
1325,-44.05438345642628,0.2,-0.20231302813765795,-0.16429679673910144,-0.07393400968750351,0.0,100,0.0,0.0,0.0,4.547380557060242
1325,-49.889423268339996,0.2,-0.30065514653971137,-0.1293723549693823,-0.06886673117430626,0.0,100,0.0,0.0,0.0,4.547380557060242
1325,-49.6903790210315,0.2,-0.28521961388872447,-0.1443575738668442,-0.06732660245474624,0.0,100,0.0,0.0,0.0,4.547380557060242
1325,-41.77004755933536,0.2,-0.23544164071389692,-0.11857582268118858,-0.06368301219826798,0.0,100,0.0,0.0,0.0,4.547380557060242
1325,-42.25979019349242,0.2,-0.18284863946964286,-0.1619957974553108,-0.07775346500997048,0.0,100,0.0,0.0,0.0,4.547380557060242
1350,-61.094916502552366,0.2,-0.3276293903824095,-0.19497856134176256,-0.0883412133013518,0.0,100,0.0,0.0,0.0,4.532435803413391
1350,-48.49686283691813,0.2,-0.2623697705822817,-0.13498428055644038,-0.08761457723045905,0.0,100,0.0,0.0,0.0,4.532435803413391
1350,-53.22641326484277,0.2,-0.26866938962437276,-0.18098522925376895,-0.08260951377028598,0.0,100,0.0,0.0,0.0,4.532435803413391
1350,-46.93227936749218,0.2,-0.23956483143339813,-0.13503871595859526,-0.09471924628292852,0.0,100,0.0,0.0,0.0,4.532435803413391
1350,-43.35193261340021,0.2,-0.19773897835019436,-0.14169186997413635,-0.09408847780967139,0.0,100,0.0,0.0,0.0,4.532435803413391
1375,-46.163452148916306,0.2,-0.266171151384872,-0.12084681630134585,-0.07461655380294524,0.0,100,0.0,0.0,0.0,4.544818639755249
1375,-39.19256240676893,0.2,-0.20164713199386128,-0.10603812550008299,-0.08424036657374513,0.0,100,0.0,0.0,0.0,4.544818639755249
1375,-56.319406724636764,0.2,-0.3506331195253777,-0.12901906114816664,-0.08354188657282323,0.0,100,0.0,0.0,0.0,4.544818639755249
1375,-43.77154512290153,0.2,-0.2120657925982165,-0.1472726174592972,-0.07837704117150163,0.0,100,0.0,0.0,0.0,4.544818639755249
1375,-44.750572987134255,0.2,-0.18730060000116797,-0.15522868540883064,-0.10497644446134373,0.0,100,0.0,0.0,0.0,4.544818639755249
1400,-44.472994835693164,0.2,-0.22079656398157355,-0.13199261558055878,-0.09194076879479945,0.0,100,0.0,0.0,0.0,4.544818639755249
1400,-42.853748899849776,0.2,-0.19632288389186048,-0.14226516836881636,-0.08994943673782071,0.0,100,0.0,0.0,0.0,4.544818639755249
1400,-40.03880895100741,0.2,-0.18194930895954098,-0.12573660054802896,-0.0927021800025042,0.0,100,0.0,0.0,0.0,4.544818639755249
1400,-44.094334134240974,0.2,-0.2350376153140729,-0.12593567004799844,-0.07997005598033836,0.0,100,0.0,0.0,0.0,4.544818639755249
